timestamp,var_a,var_b,var_c,var_d,var_e
2023-01-01 01:36:00,58.65,473.9,420,43.24,92
2023-01-01 01:37:00,2.01,691.81,298,10.26,42
2023-01-01 01:38:00,82.89,266.4,301,16.55,10
2023-01-01 01:39:00,0.47,799.93,372,28.6,124
2023-01-01 01:40:00,67.78,400.99,10,16.32,178
2023-01-01 01:41:00,27.0,95.16,95,3.76,114
2023-01-01 01:42:00,73.52,630.06,342,5.33,55
2023-01-01 01:43:00,96.22,26.39,38,10.92,124
2023-01-01 01:44:00,24.88,716.8,352,6.09,20
2023-01-01 01:45:00,57.62,12.14,177,45.51,43
2023-01-01 01:46:00,59.2,596.67,196,23.29,126
2023-01-01 01:47:00,57.23,870.89,485,30.72,61
2023-01-01 01:48:00,22.31,698.41,424,9.15,65
2023-01-01 01:49:00,95.27,624.34,47,37.1,131
2023-01-01 01:50:00,44.71,431.79,477,0.35,120
2023-01-01 01:51:00,84.64,336.2,54,46.28,130
2023-01-01 01:52:00,69.95,370.3,241,23.1,150
2023-01-01 01:53:00,29.74,375.03,178,21.06,179
2023-01-01 01:54:00,81.38,529.88,368,2.4,40
2023-01-01 01:55:00,39.65,143.33,461,0.09,176
2023-01-01 01:56:00,88.11,881.88,216,22.66,46
2023-01-01 01:57:00,58.13,625.88,193,25.26,153
2023-01-01 01:58:00,88.17,374.44,304,49.45,2
2023-01-01 01:59:00,69.25,982.21,393,31.34,123
2023-01-01 02:00:00,72.53,872.53,431,14.04,31
2023-01-01 02:01:00,50.13,606.82,392,30.91,149
2023-01-01 02:02:00,95.61,371.75,149,2.01,129
2023-01-01 02:03:00,64.4,369.09,379,34.83,194
2023-01-01 02:04:00,42.39,66.71,286,31.02,6
2023-01-01 02:05:00,60.64,342.52,28,25.38,121
2023-01-01 02:06:00,1.92,245.68,381,20.77,3
2023-01-01 02:07:00,30.16,608.55,328,27.62,129
2023-01-01 02:08:00,66.02,720.16,124,33.25,45
2023-01-01 02:09:00,29.01,292.42,125,10.84,78
2023-01-01 02:10:00,61.8,546.15,103,11.95,7
2023-01-01 02:11:00,42.88,787.08,37,39.97,193
2023-01-01 02:12:00,13.55,641.9,250,5.63,187
2023-01-01 02:13:00,29.83,743.66,190,10.09,107
2023-01-01 02:14:00,57.0,218.08,149,36.82,42
2023-01-01 02:15:00,59.09,635.05,452,1.45,68
2023-01-01 02:16:00,57.43,273.78,453,34.86,124
2023-01-01 02:17:00,65.32,230.75,212,4.31,24
2023-01-01 02:18:00,65.21,270.94,483,28.24,184
2023-01-01 02:19:00,43.14,366.53,262,27.97,191
2023-01-01 02:20:00,89.65,470.94,248,38.73,180
2023-01-01 02:21:00,36.76,229.26,470,24.96,172
2023-01-01 02:22:00,43.59,349.96,140,12.53,47
2023-01-01 02:23:00,89.19,896.5,351,25.54,188
2023-01-01 02:24:00,80.62,134.63,477,31.21,4
2023-01-01 02:25:00,70.39,215.72,462,43.4,86
2023-01-01 02:26:00,10.02,60.69,218,26.78,175
2023-01-01 02:27:00,91.95,708.88,51,9.85,10
2023-01-01 02:28:00,71.42,529.41,88,24.6,53
2023-01-01 02:29:00,99.88,474.32,349,48.85,116
2023-01-01 02:30:00,14.94,34.42,188,43.83,5
2023-01-01 02:31:00,86.81,961.34,473,26.03,135
2023-01-01 02:32:00,16.25,844.08,252,7.39,150
2023-01-01 02:33:00,61.56,820.37,77,8.27,107
2023-01-01 02:34:00,12.38,875.22,387,39.55,130
2023-01-01 02:35:00,84.8,777.03,64,7.28,33
2023-01-01 02:36:00,80.73,139.44,375,46.62,121
2023-01-01 02:37:00,56.91,971.49,130,5.8,182
2023-01-01 02:38:00,40.72,933.72,311,17.99,77
2023-01-01 02:39:00,6.92,696.08,168,14.14,28
2023-01-01 02:40:00,69.74,292.01,469,49.8,165
2023-01-01 02:41:00,45.35,1.11,135,35.79,120
2023-01-01 02:42:00,72.21,485.86,166,16.19,151
2023-01-01 02:43:00,86.64,594.8,25,1.37,6
2023-01-01 02:44:00,97.55,993.98,198,13.44,56
2023-01-01 02:45:00,85.58,132.92,351,37.05,152
2023-01-01 02:46:00,1.17,88.82,416,13.16,169
2023-01-01 02:47:00,36.0,426.32,173,9.87,195
2023-01-01 02:48:00,73.0,750.96,13,41.88,102
2023-01-01 02:49:00,17.16,340.07,490,40.92,105
2023-01-01 02:50:00,52.1,662.36,341,0.05,56
2023-01-01 02:51:00,5.43,889.44,223,0.76,59
2023-01-01 02:52:00,20.0,793.16,247,22.09,5
2023-01-01 02:53:00,1.85,101.6,189,46.52,74
2023-01-01 02:54:00,79.37,446.08,409,7.4,142
2023-01-01 02:55:00,22.39,37.99,236,42.28,100
2023-01-01 02:56:00,34.54,168.64,77,33.92,107
2023-01-01 02:57:00,92.81,770.71,437,29.8,72
2023-01-01 02:58:00,70.44,174.09,301,26.35,85
2023-01-01 02:59:00,3.18,558.81,323,27.87,105
2023-01-01 03:00:00,16.47,614.98,301,41.31,11
2023-01-01 03:01:00,62.15,156.64,241,29.93,29
2023-01-01 03:02:00,57.72,914.82,229,26.09,40
2023-01-01 03:03:00,23.79,58.5,497,5.68,24
2023-01-01 03:04:00,93.42,919.23,108,41.49,187
2023-01-01 03:05:00,61.4,113.8,333,17.43,156
2023-01-01 03:06:00,53.56,900.87,295,40.55,167
2023-01-01 03:07:00,58.99,367.89,90,34.18,174
2023-01-01 03:08:00,73.01,789.84,420,41.19,95
2023-01-01 03:09:00,31.19,394.24,333,25.71,107
2023-01-01 03:10:00,39.82,733.16,145,38.96,72
2023-01-01 03:11:00,20.98,852.39,30,38.38,88
2023-01-01 03:12:00,18.62,525.44,499,14.39,48
2023-01-01 03:13:00,94.44,402.14,484,27.48,80
2023-01-01 03:14:00,73.96,394.63,487,7.23,139
2023-01-01 03:15:00,49.05,56.59,371,1.74,25
2023-01-01 03:16:00,22.74,14.82,290,7.72,95
2023-01-01 03:17:00,25.44,743.57,204,26.0,16
2023-01-01 03:18:00,5.8,415.4,132,48.12,79
2023-01-01 03:19:00,43.44,151.09,214,24.98,99
2023-01-01 03:20:00,31.18,871.54,81,1.2,26
2023-01-01 03:21:00,69.63,637.77,439,18.65,114
2023-01-01 03:22:00,37.78,474.5,360,27.95,170
2023-01-01 03:23:00,17.96,356.98,186,7.96,8
2023-01-01 03:24:00,2.47,344.75,99,41.99,95
2023-01-01 03:25:00,6.72,371.42,200,17.08,26
2023-01-01 03:26:00,67.94,886.55,345,12.31,81
2023-01-01 03:27:00,45.37,378.6,204,38.76,66
2023-01-01 03:28:00,53.66,19.32,283,4.06,12
2023-01-01 03:29:00,89.67,144.93,411,13.05,21
2023-01-01 03:30:00,99.03,346.21,365,4.14,118
2023-01-01 03:31:00,21.69,166.35,22,17.88,117
2023-01-01 03:32:00,66.31,822.98,394,0.21,102
2023-01-01 03:33:00,26.33,998.73,343,26.64,26
2023-01-01 03:34:00,2.07,334.16,495,5.46,112
2023-01-01 03:35:00,75.84,485.19,411,36.68,65
2023-01-01 03:36:00,32.0,47.62,217,9.64,41
2023-01-01 03:37:00,38.35,194.46,419,47.73,6
2023-01-01 03:38:00,58.83,229.06,82,36.71,124
2023-01-01 03:39:00,83.1,387.48,128,44.17,132
2023-01-01 03:40:00,62.9,826.42,220,49.9,19
2023-01-01 03:41:00,87.27,399.21,323,47.27,24
2023-01-01 03:42:00,27.35,741.43,437,29.08,176
2023-01-01 03:43:00,79.8,528.59,297,24.5,75
2023-01-01 03:44:00,18.56,663.65,251,34.66,158
2023-01-01 03:45:00,95.28,197.22,126,20.87,101
2023-01-01 03:46:00,68.75,38.81,155,2.12,18
2023-01-01 03:47:00,21.55,246.67,303,45.05,109
2023-01-01 03:48:00,94.74,101.23,260,45.3,100
2023-01-01 03:49:00,73.09,702.67,146,37.86,166
2023-01-01 03:50:00,25.39,569.23,134,19.58,122
2023-01-01 03:51:00,21.33,793.69,205,3.81,45
2023-01-01 03:52:00,51.82,402.6,466,22.58,127
2023-01-01 03:53:00,2.57,260.49,171,37.64,150
2023-01-01 03:54:00,20.75,861.04,264,5.95,4
2023-01-01 03:55:00,42.47,565.53,345,40.56,62
2023-01-01 03:56:00,37.42,472.9,17,5.23,83
2023-01-01 03:57:00,46.36,891.34,51,45.36,133
2023-01-01 03:58:00,27.76,347.81,208,24.14,126
2023-01-01 03:59:00,58.68,408.9,340,18.24,63
2023-01-01 04:00:00,86.39,257.44,337,30.1,29
2023-01-01 04:01:00,11.75,132.71,461,8.07,140
2023-01-01 04:02:00,51.74,570.9,256,11.76,31
2023-01-01 04:03:00,13.21,921.34,466,0.3,114
2023-01-01 04:04:00,71.69,648.8,421,35.0,74
2023-01-01 04:05:00,39.61,663.86,414,24.02,183
2023-01-01 04:06:00,56.54,858.42,340,13.06,26
2023-01-01 04:07:00,18.33,700.12,105,0.46,11
2023-01-01 04:08:00,14.48,375.94,436,40.41,91
2023-01-01 04:09:00,48.81,803.33,391,14.79,100
2023-01-01 04:10:00,35.56,124.0,71,2.89,106
2023-01-01 04:11:00,94.04,871.47,188,43.08,0
2023-01-01 04:12:00,76.53,509.14,263,38.91,56
2023-01-01 04:13:00,74.87,545.82,206,23.66,59
2023-01-01 04:14:00,90.37,922.68,390,18.41,152
2023-01-01 04:15:00,8.34,682.68,296,12.46,5
2023-01-01 04:16:00,55.22,78.17,463,36.94,72
2023-01-01 04:17:00,58.45,252.91,390,19.87,29
2023-01-01 04:18:00,96.19,710.77,325,5.02,143
2023-01-01 04:19:00,29.21,93.12,390,4.21,9
2023-01-01 04:20:00,24.08,261.3,215,38.66,117
2023-01-01 04:21:00,10.03,263.69,278,48.29,16
2023-01-01 04:22:00,1.64,707.71,306,17.52,164
2023-01-01 04:23:00,92.95,51.62,220,30.19,179
2023-01-01 04:24:00,66.99,344.98,75,7.51,25
2023-01-01 04:25:00,78.52,426.37,424,7.83,173
2023-01-01 04:26:00,28.17,73.29,391,31.39,19
2023-01-01 04:27:00,58.64,458.4,35,34.39,122
2023-01-01 04:28:00,6.4,531.41,146,21.92,148
2023-01-01 04:29:00,48.56,970.82,432,45.05,58
2023-01-01 04:30:00,97.75,873.52,254,28.4,186
2023-01-01 04:31:00,87.65,930.55,271,40.32,75
2023-01-01 04:32:00,33.82,270.73,139,44.17,45
2023-01-01 04:33:00,96.16,150.17,466,14.46,30
2023-01-01 04:34:00,23.17,638.49,196,22.91,63
2023-01-01 04:35:00,94.93,201.52,376,22.2,47
2023-01-01 04:36:00,94.14,586.48,219,16.8,171
2023-01-01 04:37:00,79.92,195.72,116,15.22,160
2023-01-01 04:38:00,63.04,65.14,65,41.33,83
2023-01-01 04:39:00,87.43,448.92,455,35.41,81
2023-01-01 04:40:00,29.3,636.45,19,41.02,115
2023-01-01 04:41:00,84.89,94.13,459,3.46,186
2023-01-01 04:42:00,61.79,549.72,198,43.53,41
2023-01-01 04:43:00,1.32,436.83,480,11.66,160
2023-01-01 04:44:00,34.72,255.24,69,19.32,43
2023-01-01 04:45:00,14.81,171.88,301,15.18,146
2023-01-01 04:46:00,98.18,234.33,167,41.24,104
2023-01-01 04:47:00,47.84,896.61,116,36.63,108
2023-01-01 04:48:00,49.74,31.87,339,22.95,123
2023-01-01 04:49:00,63.95,147.48,254,41.85,3
2023-01-01 04:50:00,36.86,518.17,68,11.74,68
2023-01-01 04:51:00,13.69,682.64,405,20.23,132
2023-01-01 04:52:00,82.21,410.32,156,4.73,15
2023-01-01 04:53:00,18.98,240.36,177,18.07,121
2023-01-01 04:54:00,51.13,274.35,408,31.37,142
2023-01-01 04:55:00,22.43,649.4,358,23.78,60
2023-01-01 04:56:00,9.78,712.9,139,49.74,143
2023-01-01 04:57:00,86.22,970.29,373,48.81,163
2023-01-01 04:58:00,97.29,703.51,467,4.04,58
2023-01-01 04:59:00,96.08,421.92,225,13.56,1
2023-01-01 05:00:00,90.66,245.54,44,29.25,76
2023-01-01 05:01:00,77.4,534.64,231,34.13,6
2023-01-01 05:02:00,33.31,726.57,463,36.47,154
2023-01-01 05:03:00,8.11,116.59,142,0.76,138
2023-01-01 05:04:00,40.72,59.81,403,46.86,24
2023-01-01 05:05:00,23.22,224.16,296,26.65,65
2023-01-01 05:06:00,13.25,419.25,484,13.1,83
2023-01-01 05:07:00,5.34,667.17,333,41.09,151
2023-01-01 05:08:00,72.56,9.14,188,26.56,106
2023-01-01 05:09:00,1.14,538.56,488,13.6,1
2023-01-01 05:10:00,77.06,290.87,250,15.09,150
2023-01-01 05:11:00,14.69,335.02,361,7.94,95
2023-01-01 05:12:00,7.95,433.23,50,29.18,99
2023-01-01 05:13:00,8.96,460.02,308,17.19,94
2023-01-01 05:14:00,67.2,401.78,381,36.93,41
2023-01-01 05:15:00,24.54,87.39,346,10.43,136
2023-01-01 05:16:00,42.05,159.14,440,0.14,98
2023-01-01 05:17:00,55.74,493.36,351,13.44,111
2023-01-01 05:18:00,86.06,386.56,434,38.91,94
2023-01-01 05:19:00,72.7,996.7,167,48.63,26
2023-01-01 05:20:00,27.03,769.62,167,5.63,189
2023-01-01 05:21:00,13.15,582.85,443,33.3,119
2023-01-01 05:22:00,5.54,547.84,427,37.78,20
2023-01-01 05:23:00,30.16,50.0,165,43.08,140
2023-01-01 05:24:00,26.21,676.73,263,16.52,96
2023-01-01 05:25:00,45.61,565.43,440,47.19,93
2023-01-01 05:26:00,68.33,515.9,76,44.98,46
2023-01-01 05:27:00,69.56,766.44,426,9.85,77
2023-01-01 05:28:00,28.35,782.99,97,34.43,133
2023-01-01 05:29:00,37.99,216.69,80,43.45,54
2023-01-01 05:30:00,18.12,184.65,18,33.13,127
2023-01-01 05:31:00,78.85,659.67,482,40.56,13
2023-01-01 05:32:00,5.68,330.8,433,22.42,39
2023-01-01 05:33:00,69.7,454.78,326,30.36,14
2023-01-01 05:34:00,77.87,44.38,89,44.29,74
2023-01-01 05:35:00,77.74,422.94,255,26.13,27
2023-01-01 05:36:00,25.94,941.85,459,45.94,55
2023-01-01 05:37:00,37.38,687.67,85,37.84,108
2023-01-01 05:38:00,58.76,819.41,227,12.19,94
2023-01-01 05:39:00,27.28,627.52,185,25.73,77
2023-01-01 05:40:00,37.09,585.11,211,49.44,193
2023-01-01 05:41:00,19.71,970.85,109,47.1,87
2023-01-01 05:42:00,45.99,489.71,411,22.43,96
2023-01-01 05:43:00,4.46,790.3,198,29.96,63
2023-01-01 05:44:00,79.98,231.41,323,44.12,11
2023-01-01 05:45:00,7.7,101.96,0,14.52,130
2023-01-01 05:46:00,51.88,181.33,117,40.08,154
2023-01-01 05:47:00,30.68,342.3,267,30.64,95
2023-01-01 05:48:00,57.75,460.68,196,33.7,32
2023-01-01 05:49:00,95.94,889.39,191,25.05,192
2023-01-01 05:50:00,64.56,592.63,154,30.85,123
2023-01-01 05:51:00,3.54,642.61,101,16.64,192
2023-01-01 05:52:00,43.04,384.95,76,25.26,89
2023-01-01 05:53:00,51.0,669.62,383,11.96,99
2023-01-01 05:54:00,53.62,404.12,450,8.94,127
2023-01-01 05:55:00,68.14,608.07,241,34.77,94
2023-01-01 05:56:00,27.76,535.81,438,33.83,173
2023-01-01 05:57:00,12.89,307.91,430,11.31,85
2023-01-01 05:58:00,39.27,83.6,311,37.09,171
2023-01-01 05:59:00,95.64,122.6,246,47.66,110
2023-01-01 06:00:00,18.71,574.91,439,49.82,67
2023-01-01 06:01:00,90.4,73.11,127,5.3,114
2023-01-01 06:02:00,54.38,453.06,438,10.36,64
2023-01-01 06:03:00,45.69,899.06,105,27.52,31
2023-01-01 06:04:00,88.2,582.64,215,43.93,103
2023-01-01 06:05:00,45.86,976.66,270,17.68,112
2023-01-01 06:06:00,72.42,287.88,101,42.45,79
2023-01-01 06:07:00,39.9,649.91,112,5.67,186
2023-01-01 06:08:00,90.4,934.75,414,42.15,98
2023-01-01 06:09:00,69.0,349.4,6,6.54,2
2023-01-01 06:10:00,69.96,533.58,397,39.94,125
2023-01-01 06:11:00,32.77,847.18,275,36.92,107
2023-01-01 06:12:00,75.68,331.33,425,28.44,153
2023-01-01 06:13:00,63.61,8.95,107,20.91,33
2023-01-01 06:14:00,24.0,990.23,191,21.16,161
2023-01-01 06:15:00,16.05,406.12,149,36.86,4
2023-01-01 06:16:00,79.64,109.47,453,45.29,56
2023-01-01 06:17:00,95.92,736.03,35,4.45,55
2023-01-01 06:18:00,45.81,325.06,399,48.77,114
2023-01-01 06:19:00,59.1,168.46,234,36.9,36
2023-01-01 06:20:00,85.77,118.49,358,23.1,99
2023-01-01 06:21:00,45.72,697.57,166,32.18,0
2023-01-01 06:22:00,95.19,993.26,35,4.62,180
2023-01-01 06:23:00,57.58,391.91,6,21.8,62
2023-01-01 06:24:00,82.08,763.74,188,20.08,192
2023-01-01 06:25:00,90.88,654.24,149,19.11,184
2023-01-01 06:26:00,81.55,420.96,250,29.08,96
2023-01-01 06:27:00,15.94,48.93,45,37.77,99
2023-01-01 06:28:00,62.89,409.43,205,3.18,198
2023-01-01 06:29:00,39.84,29.27,471,38.8,169
2023-01-01 06:30:00,6.27,952.24,351,27.1,198
2023-01-01 06:31:00,42.4,409.39,49,33.09,70
2023-01-01 06:32:00,25.87,579.24,29,45.63,180
2023-01-01 06:33:00,84.9,940.73,104,16.44,135
2023-01-01 06:34:00,3.33,576.02,225,31.85,32
2023-01-01 06:35:00,95.9,172.33,317,4.55,151
2023-01-01 06:36:00,35.54,951.61,31,4.25,24
2023-01-01 06:37:00,35.67,187.94,232,1.73,6
2023-01-01 06:38:00,1.63,128.15,474,24.2,197
2023-01-01 06:39:00,18.52,362.45,289,40.72,163
2023-01-01 06:40:00,40.13,434.85,213,19.71,100
2023-01-01 06:41:00,92.93,977.37,400,10.15,159
2023-01-01 06:42:00,9.96,554.05,8,1.9,33
2023-01-01 06:43:00,94.53,805.84,368,37.31,77
2023-01-01 06:44:00,86.95,768.98,204,23.65,171
2023-01-01 06:45:00,45.42,402.23,295,29.3,52
2023-01-01 06:46:00,32.67,74.65,434,31.4,81
2023-01-01 06:47:00,23.27,119.73,396,21.38,114
2023-01-01 06:48:00,61.45,992.72,200,40.3,173
2023-01-01 06:49:00,3.31,859.95,155,20.11,91
2023-01-01 06:50:00,1.56,345.72,224,12.64,188
2023-01-01 06:51:00,42.88,832.78,170,13.01,63
2023-01-01 06:52:00,6.81,899.87,324,44.27,130
2023-01-01 06:53:00,25.19,923.4,428,15.79,175
2023-01-01 06:54:00,22.12,875.21,97,40.23,31
2023-01-01 06:55:00,25.32,186.22,490,12.58,13
2023-01-01 06:56:00,13.11,793.47,68,47.29,82
2023-01-01 06:57:00,1.2,55.64,319,0.55,9
2023-01-01 06:58:00,11.55,806.53,42,46.77,88
2023-01-01 06:59:00,61.85,576.91,497,42.21,55
2023-01-01 07:00:00,97.43,734.94,406,14.54,193
2023-01-01 07:01:00,99.03,549.71,336,21.01,37
2023-01-01 07:02:00,40.91,597.52,56,34.2,184
2023-01-01 07:03:00,16.3,37.02,80,36.4,98
2023-01-01 07:04:00,63.88,31.46,475,7.85,144
2023-01-01 07:05:00,49.03,812.13,332,24.48,117
2023-01-01 07:06:00,98.94,291.06,18,32.98,162
2023-01-01 07:07:00,6.53,807.21,138,14.29,90
2023-01-01 07:08:00,78.32,703.5,415,27.8,93
2023-01-01 07:09:00,28.84,564.95,316,23.57,75
2023-01-01 07:10:00,24.14,104.96,483,18.9,87
2023-01-01 07:11:00,66.25,66.04,7,24.77,1
2023-01-01 07:12:00,24.61,383.98,422,42.14,24
2023-01-01 07:13:00,66.59,925.25,90,42.08,184
2023-01-01 07:14:00,51.73,226.26,449,46.7,28
2023-01-01 07:15:00,42.41,422.24,465,6.5,49
2023-01-01 07:16:00,55.47,641.69,265,10.06,192
2023-01-01 07:17:00,28.71,496.7,298,48.8,44
2023-01-01 07:18:00,70.66,25.1,195,38.32,170
2023-01-01 07:19:00,41.49,695.29,472,17.42,179
2023-01-01 07:20:00,36.05,918.41,103,36.31,94
2023-01-01 07:21:00,82.87,599.69,135,42.23,94
2023-01-01 07:22:00,92.5,580.41,387,30.33,8
2023-01-01 07:23:00,4.6,835.3,273,15.29,168
2023-01-01 07:24:00,23.26,832.84,273,30.4,22
2023-01-01 07:25:00,34.85,186.76,352,40.43,46
2023-01-01 07:26:00,81.5,422.3,132,15.65,141
2023-01-01 07:27:00,98.55,819.27,227,2.33,130
2023-01-01 07:28:00,96.9,734.83,11,22.74,88
2023-01-01 07:29:00,90.49,844.39,463,40.91,66
2023-01-01 07:30:00,29.66,129.44,344,20.57,175
2023-01-01 07:31:00,99.2,439.47,354,26.42,70
2023-01-01 07:32:00,24.94,708.95,352,45.93,37
2023-01-01 07:33:00,10.59,730.16,264,13.42,13
2023-01-01 07:34:00,95.1,71.8,456,31.06,116
2023-01-01 07:35:00,23.34,711.94,479,39.72,179
2023-01-01 07:36:00,68.98,626.23,366,21.19,16
2023-01-01 07:37:00,5.84,348.91,103,3.59,57
2023-01-01 07:38:00,73.07,304.11,220,24.33,28
2023-01-01 07:39:00,88.17,29.01,321,38.81,0
2023-01-01 07:40:00,27.24,391.99,98,18.33,77
2023-01-01 07:41:00,37.91,307.0,126,7.36,111
2023-01-01 07:42:00,37.43,431.5,454,27.11,181
2023-01-01 07:43:00,74.88,708.75,419,23.69,62
2023-01-01 07:44:00,23.78,145.48,224,38.62,149
2023-01-01 07:45:00,17.19,479.96,201,11.26,53
2023-01-01 07:46:00,44.93,792.85,82,22.13,183
2023-01-01 07:47:00,30.45,248.63,115,9.93,190
2023-01-01 07:48:00,83.92,863.68,222,42.78,71
2023-01-01 07:49:00,23.77,932.96,341,26.35,137
2023-01-01 07:50:00,50.24,112.84,324,25.6,146
2023-01-01 07:51:00,94.26,115.7,206,30.42,6
2023-01-01 07:52:00,63.4,645.2,50,27.59,199
2023-01-01 07:53:00,86.73,517.19,150,10.76,100
2023-01-01 07:54:00,94.02,903.58,330,12.86,46
2023-01-01 07:55:00,75.08,801.95,278,29.16,171
2023-01-01 07:56:00,69.96,501.89,270,32.97,20
2023-01-01 07:57:00,96.8,68.69,102,24.23,77
2023-01-01 07:58:00,99.44,98.87,364,33.14,117
2023-01-01 07:59:00,45.18,448.49,342,9.73,162
2023-01-01 08:00:00,7.09,304.57,419,42.55,154
